Data operacji;Rodzaj;Wartość;Waluta;Saldo całkowite po operacji
"13-01-2021 11:11:53";"Pobranie prowizji za transakcję";"-2.16";"PLN";"4298.71"
"13-01-2021 11:11:53";"Otrzymanie środków z transakcji na rachunek";"799.99";"PLN";"4300.87"
"13-01-2021 11:11:53";"Pobranie środków z transakcji z rachunku";"-0.00615863";"BTC";"0.05798428"
"13-01-2021 11:11:28";"Pobranie prowizji za transakcję";"-8.10";"PLN";"3500.88"
"13-01-2021 11:11:28";"Otrzymanie środków z transakcji na rachunek";"2999.99";"PLN";"3508.98"
"13-01-2021 11:11:28";"Pobranie środków z transakcji z rachunku";"-0.02309486";"BTC";"0.06414291"
"13-01-2021 11:11:28";"Pobranie prowizji za transakcję";"-1.38";"PLN";"508.99"
"13-01-2021 11:11:28";"Otrzymanie środków z transakcji na rachunek";"510.37";"PLN";"510.37"
"13-01-2021 11:11:28";"Pobranie środków z transakcji z rachunku";"-0.00392905";"BTC";"0.08723777"
"10-01-2021 13:52:49";"Pobranie prowizji za transakcję";"-0.00008796";"BTC";"0.09116682"
"10-01-2021 13:52:49";"Otrzymanie środków z transakcji na rachunek";"0.03257765";"BTC";"0.09125478"
"10-01-2021 13:52:49";"Pobranie środków z transakcji z rachunku";"-4795.43";"PLN";"0.00"
"10-01-2021 13:51:45";"Pobranie prowizji za transakcję";"-3.82";"PLN";"4795.43"
"10-01-2021 13:51:45";"Otrzymanie środków z transakcji na rachunek";"1414.46";"PLN";"4799.25"
"10-01-2021 13:51:45";"Pobranie środków z transakcji z rachunku";"-0.29437344";"ETH";"0.00"
"10-01-2021 13:51:28";"Pobranie prowizji za transakcję";"-3.77";"PLN";"3384.79"
"10-01-2021 13:51:28";"Otrzymanie środków z transakcji na rachunek";"1393.97";"PLN";"3388.56"
"10-01-2021 13:51:28";"Pobranie środków z transakcji z rachunku";"-0.29010879";"ETH";"0.29437344"
"10-01-2021 13:51:11";"Pobranie prowizji za transakcję";"-5.40";"PLN";"1994.59"
"10-01-2021 13:51:11";"Otrzymanie środków z transakcji na rachunek";"1999.99";"PLN";"1999.99"
"10-01-2021 13:51:11";"Pobranie środków z transakcji z rachunku";"-0.41623309";"ETH";"0.58448223"
"10-01-2021 13:42:26";"Pobranie prowizji za transakcję";"-0.00001926";"BTC";"0.05867713"
"10-01-2021 13:42:26";"Otrzymanie środków z transakcji na rachunek";"0.0071328";"BTC";"0.05869639"
"10-01-2021 13:42:26";"Pobranie środków z transakcji z rachunku";"-1052.73";"PLN";"0.00"
"10-01-2021 13:41:56";"Pobranie prowizji za transakcję";"-2.86";"PLN";"1052.73"
"10-01-2021 13:41:56";"Otrzymanie środków z transakcji na rachunek";"1055.58";"PLN";"1055.59"
"10-01-2021 13:41:56";"Pobranie środków z transakcji z rachunku";"-0.219";"ETH";"1.00071532"
"06-01-2021 19:56:47";"Pobranie prowizji za transakcję";"-0.00031347";"ETH";"1.21971532"
"06-01-2021 19:56:47";"Otrzymanie środków z transakcji na rachunek";"0.11609722";"ETH";"1.22002879"
"06-01-2021 19:56:47";"Pobranie środków z transakcji z rachunku";"-501.53";"PLN";"0.01"
"06-01-2021 19:53:05";"Pobranie prowizji za transakcję";"-1.36";"PLN";"501.54"
"06-01-2021 19:53:05";"Otrzymanie środków z transakcji na rachunek";"502.89";"PLN";"502.90"
"06-01-2021 19:53:05";"Pobranie środków z transakcji z rachunku";"-0.00394116";"BTC";"0.05156359"
"06-01-2021 19:42:32";"Pobranie prowizji za transakcję";"-0.0002781";"ETH";"1.10393157"
"06-01-2021 19:42:32";"Otrzymanie środków z transakcji na rachunek";"0.10299691";"ETH";"1.10420967"
"06-01-2021 19:42:32";"Pobranie środków z transakcji z rachunku";"-100.00";"EUR";"0.02"
"06-01-2021 19:42:32";"Pobranie prowizji za transakcję";"-0.00027752";"ETH";"1.00121276"
"06-01-2021 19:42:32";"Otrzymanie środków z transakcji na rachunek";"0.10278309";"ETH";"1.00149028"
"06-01-2021 19:42:32";"Pobranie środków z transakcji z rachunku";"-99.99";"EUR";"100.02"
"05-01-2021 05:10:37";"Pobranie prowizji za transakcję";"-0.00117008";"ETH";"0.89870719"
"05-01-2021 05:10:37";"Otrzymanie środków z transakcji na rachunek";"0.43336216";"ETH";"0.89987727"
"05-01-2021 05:10:37";"Pobranie środków z transakcji z rachunku";"-1603.43";"PLN";"0.01"
"05-01-2021 04:37:31";"Pobranie prowizji za transakcję";"-0.00002439";"BTC";"0.05550475"
"05-01-2021 04:37:31";"Otrzymanie środków z transakcji na rachunek";"0.00903039";"BTC";"0.05552914"
"05-01-2021 04:37:31";"Pobranie środków z transakcji z rachunku";"-1043.01";"PLN";"1603.44"
"04-01-2021 13:47:36";"Wpłata na rachunek";"200.00";"EUR";"200.01"
"04-01-2021 13:18:28";"Pobranie prowizji za transakcję";"-2.47";"PLN";"2646.45"
"04-01-2021 13:18:28";"Otrzymanie środków z transakcji na rachunek";"911.73";"PLN";"2648.92"
"04-01-2021 13:18:28";"Pobranie środków z transakcji z rachunku";"-0.25467463";"ETH";"0.46651511"
"04-01-2021 13:18:21";"Pobranie prowizji za transakcję";"-2.05";"PLN";"1737.19"
"04-01-2021 13:18:21";"Otrzymanie środków z transakcji na rachunek";"758.38";"PLN";"1739.24"
"04-01-2021 13:18:21";"Pobranie środków z transakcji z rachunku";"-0.21184049";"ETH";"0.72118974"
"04-01-2021 11:19:05";"Pobranie prowizji za transakcję";"-0.00002646";"BTC";"0.04649875"
"04-01-2021 11:19:05";"Otrzymanie środków z transakcji na rachunek";"0.00979881";"BTC";"0.04652521"
"04-01-2021 11:19:05";"Pobranie środków z transakcji z rachunku";"-980.86";"PLN";"980.86"
"04-01-2021 00:56:39";"Pobranie prowizji za transakcję";"-0.00004547";"BTC";"0.0367264"
"04-01-2021 00:56:39";"Otrzymanie środków z transakcji na rachunek";"0.01683849";"BTC";"0.03677187"
"04-01-2021 00:56:39";"Pobranie środków z transakcji z rachunku";"-1960.00";"PLN";"1961.72"
"03-01-2021 21:46:27";"Pobranie prowizji za transakcję";"-0.00131547";"ETH";"0.93303023"
"03-01-2021 21:46:27";"Otrzymanie środków z transakcji na rachunek";"0.46980845";"ETH";"0.9343457"
"03-01-2021 21:46:27";"Pobranie środków z transakcji z rachunku";"-1573.90";"PLN";"3921.72"
"03-01-2021 19:27:19";"Pobranie prowizji za transakcję";"-0.00130436";"ETH";"0.46453725"
"03-01-2021 19:27:19";"Otrzymanie środków z transakcji na rachunek";"0.46584161";"ETH";"0.46584161"
"03-01-2021 19:27:19";"Pobranie środków z transakcji z rachunku";"-1500.00";"PLN";"5495.62"
"03-01-2021 17:43:49";"Pobranie prowizji za transakcję";"-0.70";"PLN";"6995.62"
"03-01-2021 17:43:49";"Otrzymanie środków z transakcji na rachunek";"246.82";"PLN";"6996.32"
"03-01-2021 17:43:49";"Pobranie środków z transakcji z rachunku";"-0.07263807";"ETH";"0.00"
"03-01-2021 17:43:44";"Pobranie prowizji za transakcję";"-3.19";"PLN";"6749.50"
"03-01-2021 17:43:44";"Otrzymanie środków z transakcji na rachunek";"1137.65";"PLN";"6752.69"
"03-01-2021 17:43:44";"Pobranie środków z transakcji z rachunku";"-0.33479999";"ETH";"0.07263807"
"03-01-2021 17:43:31";"Pobranie prowizji za transakcję";"-0.28";"PLN";"5615.04"
"03-01-2021 17:43:31";"Otrzymanie środków z transakcji na rachunek";"99.99";"PLN";"5615.32"
"03-01-2021 17:43:31";"Pobranie środków z transakcji z rachunku";"-0.02942907";"ETH";"0.40743806"
"03-01-2021 17:41:13";"Pobranie prowizji za transakcję";"-0.70";"PLN";"5515.33"
"03-01-2021 17:41:13";"Otrzymanie środków z transakcji na rachunek";"247.99";"PLN";"5516.03"
"03-01-2021 17:41:13";"Pobranie środków z transakcji z rachunku";"-0.0729841";"ETH";"0.43686713"
"03-01-2021 17:41:10";"Pobranie prowizji za transakcję";"-8.15";"PLN";"5268.04"
"03-01-2021 17:41:10";"Otrzymanie środków z transakcji na rachunek";"2909.45";"PLN";"5276.19"
"03-01-2021 17:41:10";"Pobranie środków z transakcji z rachunku";"-0.85622536";"ETH";"0.50985123"
"03-01-2021 17:00:10";"Pobranie prowizji za transakcję";"-0.00005598";"BTC";"0.01993338"
"03-01-2021 17:00:10";"Otrzymanie środków z transakcji na rachunek";"0.01998936";"BTC";"0.01998936"
"03-01-2021 17:00:10";"Pobranie środków z transakcji z rachunku";"-2366.74";"PLN";"2366.74"
"03-01-2021 06:31:34";"Pobranie prowizji za transakcję";"-0.00068348";"ETH";"1.36607659"
"03-01-2021 06:31:34";"Otrzymanie środków z transakcji na rachunek";"0.24409659";"ETH";"1.36676007"
"03-01-2021 06:31:34";"Pobranie środków z transakcji z rachunku";"-675.90";"PLN";"4733.48"
"03-01-2021 06:31:29";"Pobranie prowizji za transakcję";"-0.0003232";"ETH";"1.12266348"
"03-01-2021 06:31:29";"Otrzymanie środków z transakcji na rachunek";"0.11542703";"ETH";"1.12298668"
"03-01-2021 06:31:29";"Pobranie środków z transakcji z rachunku";"-319.61";"PLN";"5409.38"
"03-01-2021 06:31:28";"Pobranie prowizji za transakcję";"-0.00170684";"ETH";"1.00755965"
"03-01-2021 06:31:28";"Otrzymanie środków z transakcji na rachunek";"0.60958436";"ETH";"1.00926649"
"03-01-2021 06:31:28";"Pobranie środków z transakcji z rachunku";"-1687.93";"PLN";"5728.99"
"02-01-2021 15:23:22";"Pobranie prowizji za transakcję";"-5.14";"PLN";"7416.92"
"02-01-2021 15:23:22";"Otrzymanie środków z transakcji na rachunek";"1835.62";"PLN";"7422.06"
"02-01-2021 15:23:22";"Pobranie środków z transakcji z rachunku";"-0.01620961";"BTC";"0.00"
"02-01-2021 15:09:23";"Pobranie prowizji za transakcję";"-5.22";"PLN";"5586.44"
"02-01-2021 15:09:23";"Otrzymanie środków z transakcji na rachunek";"1861.67";"PLN";"5591.66"
"02-01-2021 15:09:23";"Pobranie środków z transakcji z rachunku";"-0.01620961";"BTC";"0.01620961"
"02-01-2021 13:18:10";"Pobranie prowizji za transakcję";"-1.67";"PLN";"3729.99"
"02-01-2021 13:18:10";"Otrzymanie środków z transakcji na rachunek";"595.37";"PLN";"3731.66"
"02-01-2021 13:18:10";"Pobranie środków z transakcji z rachunku";"-0.00541448";"BTC";"0.03241922"
"02-01-2021 13:18:08";"Pobranie prowizji za transakcję";"-0.27";"PLN";"3136.29"
"02-01-2021 13:18:08";"Otrzymanie środków z transakcji na rachunek";"92.89";"PLN";"3136.56"
"02-01-2021 13:18:08";"Pobranie środków z transakcji z rachunku";"-0.00084481";"BTC";"0.0378337"
"02-01-2021 13:18:05";"Pobranie prowizji za transakcję";"-1.40";"PLN";"3043.67"
"02-01-2021 13:18:05";"Otrzymanie środków z transakcji na rachunek";"499.99";"PLN";"3045.07"
"02-01-2021 13:18:05";"Pobranie środków z transakcji z rachunku";"-0.00454712";"BTC";"0.03867851"
"02-01-2021 13:13:28";"Pobranie prowizji za transakcję";"-3.51";"PLN";"2545.08"
"02-01-2021 13:13:28";"Otrzymanie środków z transakcji na rachunek";"1252.86";"PLN";"2548.59"
"02-01-2021 13:13:28";"Pobranie środków z transakcji z rachunku";"-0.01139485";"BTC";"0.04322563"
"02-01-2021 13:13:24";"Pobranie prowizji za transakcję";"-0.30";"PLN";"1295.73"
"02-01-2021 13:13:24";"Otrzymanie środków z transakcji na rachunek";"105.02";"PLN";"1296.03"
"02-01-2021 13:13:24";"Pobranie środków z transakcji z rachunku";"-0.00095525";"BTC";"0.05462048"
"02-01-2021 13:13:23";"Pobranie prowizji za transakcję";"-0.14";"PLN";"1191.01"
"02-01-2021 13:13:23";"Otrzymanie środków z transakcji na rachunek";"49.99";"PLN";"1191.15"
"02-01-2021 13:13:23";"Pobranie środków z transakcji z rachunku";"-0.00045475";"BTC";"0.05557573"
"02-01-2021 13:13:21";"Pobranie prowizji za transakcję";"-0.24";"PLN";"1141.16"
"02-01-2021 13:13:21";"Otrzymanie środków z transakcji na rachunek";"83.52";"PLN";"1141.40"
"02-01-2021 13:13:21";"Pobranie środków z transakcji z rachunku";"-0.00075965";"BTC";"0.05603048"
"02-01-2021 13:13:00";"Pobranie prowizji za transakcję";"-0.26";"PLN";"1057.88"
"02-01-2021 13:13:00";"Otrzymanie środków z transakcji na rachunek";"92.80";"PLN";"1058.14"
"02-01-2021 13:13:00";"Pobranie środków z transakcji z rachunku";"-0.00084405";"BTC";"0.05679013"
"02-01-2021 02:00:42";"Pobranie prowizji za transakcję";"-0.00101609";"ETH";"0.39968213"
"02-01-2021 02:00:42";"Otrzymanie środków z transakcji na rachunek";"0.36288625";"ETH";"0.40069822"
"02-01-2021 02:00:42";"Pobranie środków z transakcji z rachunku";"-965.35";"PLN";"965.34"
"02-01-2021 01:51:33";"Pobranie prowizji za transakcję";"-0.00010618";"ETH";"0.03781197"
"02-01-2021 01:51:33";"Otrzymanie środków z transakcji na rachunek";"0.03791815";"ETH";"0.03791815"
"02-01-2021 01:51:33";"Pobranie środków z transakcji z rachunku";"-100.86";"PLN";"1930.69"
